project_id,town,feature_id,feature_name,alternative_names,feature_type,designation_type,statutory_status,evidence_scope,geometry_type,longitude,latitude,location_type,location_confidence,current_date_text,current_date_basis,current_date_confidence,published_review_status,primary_source_organisation,primary_source_name,primary_source_record_id,primary_source_url,source_accessed_at,all_source_record_ids,review_notes,review_action
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25872,"East United Free Church Hall, Queen Street, Broughty Ferry, Dundee","East United Free Church, Queen Street, Broughty Ferry, Dundee",other,Listed Building,Listed Building,parish_evidence,Point,-2.8706926300108657,56.46748155519764,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25872,https://portal.historicenvironment.scot/designation/LB25872,2026-09-02T06:42:38.783Z,LB25872 | 193079,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25887,"Eastern Primary School, 2 Whinny Brae, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8683196210532547,56.4680462263264,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25887,https://portal.historicenvironment.scot/designation/LB25887,2026-09-02T06:42:38.783Z,LB25887 | 184204,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25778,"Enclosing Wall And Gatepiers, 1, 3, 5 Camphill Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8748383028988385,56.46848561184894,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25778,https://portal.historicenvironment.scot/designation/LB25778,2026-09-02T06:42:38.783Z,LB25778 | 232837,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25886,"Falcon Lodge, 9 West Queen Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.881970921626784,56.469495296970464,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25886,https://portal.historicenvironment.scot/designation/LB25886,2026-09-02T06:42:38.783Z,LB25886 | 238047,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25811,"Fisherman's Tavern, 4 Bell's Lane, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8769233622181445,56.46529041990118,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25811,https://portal.historicenvironment.scot/designation/LB25811,2026-09-02T06:42:38.783Z,LB25811 | 187249,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB50904,"Former East School, St Aidan's Church Hall, Brook Street",,other,Listed Building,Listed Building,parish_evidence,Point,-2.869608233440155,56.46619540379988,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB50904,https://portal.historicenvironment.scot/designation/LB50904,2026-09-02T06:42:38.783Z,LB50904 | 371935,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25835,"Forthill Cottage, 17, 19 Hill Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8718369453478543,56.46996220100472,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25835,https://portal.historicenvironment.scot/designation/LB25835,2026-09-02T06:42:38.783Z,LB25835 | 233512,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25848,"Gall's Cottage, 415 King Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.868804282127632,56.465104937043094,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25848,https://portal.historicenvironment.scot/designation/LB25848,2026-09-02T06:42:38.783Z,LB25848 | 233410,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25756,"Gowan Lea, 6 Bath Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8744549905054115,56.46522697481059,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25756,https://portal.historicenvironment.scot/designation/LB25756,2026-09-02T06:42:38.783Z,LB25756 | 187592,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25789,"Graveyard, Church Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8796438727425464,56.46572937448768,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25789,https://portal.historicenvironment.scot/designation/LB25789,2026-09-02T06:42:38.783Z,LB25789 | 33396,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25774,"Grove Academy, Camperdown Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8803898541854385,56.469910818921726,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25774,https://portal.historicenvironment.scot/designation/LB25774,2026-09-02T06:42:38.783Z,LB25774 | 232796,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25828,"Harbour, Broughty Ferry",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8718916560960293,56.46385242491969,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25828,https://portal.historicenvironment.scot/designation/LB25828,2026-09-02T06:42:38.783Z,LB25828 | 113883,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25832,"Hermitage House, 6 Hermitage Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8699837389455856,56.46842090299142,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25832,https://portal.historicenvironment.scot/designation/LB25832,2026-09-02T06:42:38.783Z,LB25832 | 186112,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
